Category	Geneset.ID	Description	Number.of.Genes	enrich.status	enrich.fdr	enrich.pvalue	promoter.status	promoter.fdr	promoter.pvalue	enhancer.status	enhancer.fdr	enhancer.pvalue
Gene Ontology Biological Process	GO:0045582	positive regulation of T cell differentiation	79	depleted	0.955350479620711	0.865537534744564	depleted	0.380412242497148	0.100284729951981	farther	0.984078836378627	0.952039128723341
Gene Ontology Biological Process	GO:0090022	regulation of neutrophil chemotaxis	16	depleted	0.955529466308117	0.866672230257838	depleted	0.0947641521408719	0.00670457754049588	closer	0.645216916325603	0.336414461286504
Gene Ontology Biological Process	GO:0009267	cellular response to starvation	142	depleted	0.955529466308117	0.866776325623372	enriched	0.124316576520262	0.0114701861646917	farther	0.0264780371122174	0.00141654162492189
Gene Ontology Biological Process	GO:0070507	regulation of microtubule cytoskeleton organization	106	depleted	0.955529466308117	0.867023312111433	enriched	0.337571153072553	0.0780023451993016	farther	0.741342083108936	0.472050541386481
Gene Ontology Biological Process	GO:0032205	negative regulation of telomere maintenance	28	depleted	0.955529466308117	0.867958722818508	depleted	0.882503176316887	0.689209605479812	closer	0.816056401027388	0.579066381196961
Gene Ontology Biological Process	GO:0052312	modulation of transcription in other organism involved in symbiotic interaction	14	depleted	0.955529466308117	0.868087127902365	enriched	0.56462784738539	0.240451130200756	farther	0.943340454035218	0.833994148256373
Gene Ontology Biological Process	GO:0045069	regulation of viral genome replication	71	depleted	0.955529466308117	0.868192916304936	enriched	0.501316688761782	0.185212174603597	farther	0.204338192631497	0.038261425485952
Gene Ontology Biological Process	GO:0006910	phagocytosis, recognition	15	depleted	0.955529466308117	0.868302905145371	depleted	0.927472993860565	0.795690329747227	closer	0.954437141357021	0.86784522583612
Gene Ontology Biological Process	GO:0042981	regulation of apoptotic process	1303	depleted	0.955529466308117	0.868468679066833	enriched	0.950256380290931	0.856685874148696	farther	0.30333267853858	0.0792087804075627
Gene Ontology Biological Process	GO:0045637	regulation of myeloid cell differentiation	210	depleted	0.955529466308117	0.868636668426134	enriched	0.240851211687645	0.0406165059446116	farther	0.851564376106235	0.629553504646091
Gene Ontology Biological Process	GO:0034763	negative regulation of transmembrane transport	74	depleted	0.955529466308117	0.868663151189198	depleted	0.850683412850241	0.622801172772894	closer	0.714684021518893	0.429095761548307
Gene Ontology Biological Process	GO:0070534	protein K63-linked ubiquitination	36	depleted	0.955904512732311	0.8693134448938	depleted	0.934482054486079	0.814569838926904	farther	0.737132135224406	0.465491287337461
Gene Ontology Biological Process	GO:0006450	regulation of translational fidelity	15	depleted	0.955904512732311	0.869560059312545	enriched	0.797485212810033	0.524864540847408	farther	0.739939648850053	0.469768536376312
Gene Ontology Biological Process	GO:0046330	positive regulation of JNK cascade	126	depleted	0.955904512732311	0.869745257368767	enriched	0.650604756524344	0.335958726765042	farther	0.153918750985148	0.0232684983673113
Gene Ontology Biological Process	GO:0072215	regulation of metanephros development	25	depleted	0.9569513572998	0.871091127569088	depleted	0.895099101263506	0.719188974995484	farther	0.902028711615213	0.727532752283563
Gene Ontology Biological Process	GO:0006688	glycosphingolipid biosynthetic process	17	depleted	0.957054784242285	0.871719409023939	enriched	0.96749693940309	0.910311249563932	farther	0.976163078437293	0.930814989722442
Gene Ontology Biological Process	GO:0071371	cellular response to gonadotropin stimulus	15	depleted	0.957649365051469	0.872732500964006	depleted	0.592720907313871	0.273095095306275	closer	0.860923382220067	0.645784755862159
Gene Ontology Biological Process	GO:0032731	positive regulation of interleukin-1 beta production	31	depleted	0.957943049418673	0.873456891735886	depleted	0.689927199676161	0.381344127581918	closer	0.896245573562336	0.715184161730228
Gene Ontology Biological Process	GO:0030510	regulation of BMP signaling pathway	93	depleted	0.957953824160073	0.873652402146374	depleted	0.967879560175079	0.914035514086642	farther	0.403932412044594	0.137723805541082
Gene Ontology Biological Process	GO:0034605	cellular response to heat	107	depleted	0.958000759120758	0.874122248521698	enriched	0.821840341211022	0.566781976550974	farther	0.676653579262892	0.377477999829154
Gene Ontology Biological Process	GO:2000181	negative regulation of blood vessel morphogenesis	78	depleted	0.958000759120758	0.87434030365571	depleted	0.157300620193776	0.0174602614543194	closer	0.557954003692422	0.25188503093616
Gene Ontology Biological Process	GO:0046426	negative regulation of JAK-STAT cascade	33	depleted	0.958000759120758	0.874809377053284	depleted	0.841388450121804	0.603927394999232	closer	0.864824346257941	0.657293324612791
Gene Ontology Biological Process	GO:1904893	negative regulation of STAT cascade	33	depleted	0.958000759120758	0.874809377053284	depleted	0.841388450121804	0.603927394999232	closer	0.864824346257941	0.657293324612791
Gene Ontology Biological Process	GO:0043457	regulation of cellular respiration	16	depleted	0.958227700323941	0.875202350053578	depleted	0.964785834242454	0.899257888032535	closer	0.600364809767949	0.290348943665639
Gene Ontology Biological Process	GO:0071731	response to nitric oxide	14	depleted	0.958474960807043	0.875613973693272	enriched	0.932544701235195	0.808826639576891	farther	0.880494253379006	0.686843046844127
Gene Ontology Biological Process	GO:0034243	regulation of transcription elongation from RNA polymerase II promoter	23	depleted	0.958628413342507	0.876125793547184	depleted	0.924197752356585	0.783094299529254	farther	0.555639721908311	0.249978638214613
Gene Ontology Biological Process	GO:0051017	actin filament bundle assembly	142	depleted	0.959049030215817	0.876696109032331	enriched	0.339216447865193	0.0791000943558495	closer	0.993298108943637	0.976162320671494
Gene Ontology Biological Process	GO:0032886	regulation of microtubule-based process	123	depleted	0.959254857677303	0.877256138500003	enriched	0.355590080739078	0.0855373696835038	farther	0.890370170610496	0.705386661227234
Gene Ontology Biological Process	GO:1901862	negative regulation of muscle tissue development	37	depleted	0.959329454185237	0.877510310971144	depleted	0.379398217976655	0.0995010251836429	closer	0.282812218128139	0.0697848330446056
Gene Ontology Biological Process	GO:0016577	histone demethylation	29	depleted	0.959383006703423	0.878154481252248	enriched	0.543498839205091	0.219127269925681	farther	0.945680131818851	0.845227968175368
Gene Ontology Biological Process	GO:0060334	regulation of interferon-gamma-mediated signaling pathway	20	depleted	0.959383006703423	0.878612570884507	enriched	0.989374505474547	0.975566603866839	farther	0.781978507466499	0.527634654873209
Gene Ontology Biological Process	GO:0060612	adipose tissue development	31	depleted	0.959383006703423	0.878710074102624	enriched	0.662940305592259	0.350424154555164	farther	0.555669002076455	0.250099519833597
Gene Ontology Biological Process	GO:0098754	detoxification	88	depleted	0.959383006703423	0.878896276982908	depleted	0.363074342703063	0.0899530384357387	farther	0.68284874930842	0.38384597266804
Gene Ontology Biological Process	GO:0006379	mRNA cleavage	18	depleted	0.959383006703423	0.879116169073448	enriched	0.160894101478193	0.0185251204260606	farther	0.186807922353465	0.0325029683597224
Gene Ontology Biological Process	GO:0002761	regulation of myeloid leukocyte differentiation	128	depleted	0.959567536685116	0.879588075399092	enriched	0.521217128552667	0.200500685572162	closer	0.755889857734767	0.49281418875279
Gene Ontology Biological Process	GO:0042044	fluid transport	26	depleted	0.960127346730144	0.880349223936153	depleted	0.0756852576435304	0.00467989866026094	closer	0.313773669121735	0.0848669952577
Gene Ontology Biological Process	GO:1903035	negative regulation of response to wounding	70	depleted	0.960127346730144	0.880798130876436	enriched	0.938903582560428	0.826066917065763	closer	0.73703456113882	0.464810957114689
Gene Ontology Biological Process	GO:0044849	estrous cycle	17	depleted	0.960352736494505	0.881769197122889	depleted	0.909413493484579	0.748194975084989	farther	0.537359921437584	0.234878853147496
Gene Ontology Biological Process	GO:0006094	gluconeogenesis	67	depleted	0.960352736494505	0.881832405815379	enriched	0.420732794670234	0.126325857519712	farther	0.148875069659231	0.0216472870798796
Gene Ontology Biological Process	GO:0019220	regulation of phosphate metabolic process	1464	depleted	0.960352736494505	0.882407430924294	depleted	0.844507438262278	0.61205918039594	farther	0.660423289642617	0.353830194334598
Gene Ontology Biological Process	GO:0005979	regulation of glycogen biosynthetic process	18	depleted	0.960352736494505	0.882541640573842	enriched	0.574045142123483	0.253501477282432	closer	0.600364809767949	0.290247596321496
Gene Ontology Biological Process	GO:0010962	regulation of glucan biosynthetic process	18	depleted	0.960352736494505	0.882541640573842	enriched	0.574045142123483	0.253501477282432	closer	0.600364809767949	0.290247596321496
Gene Ontology Biological Process	GO:0019048	modulation by virus of host morphology or physiology	29	depleted	0.961485673704962	0.883955524400589	enriched	0.75350780409102	0.459403563192652	closer	0.995892064087321	0.992610388357628
Gene Ontology Biological Process	GO:0031365	N-terminal protein amino acid modification	16	depleted	0.962165943287439	0.884767442325182	depleted	0.970941670792123	0.919373921655267	farther	0.717800720863361	0.433046820977269
Gene Ontology Biological Process	GO:0097320	plasma membrane tubulation	27	depleted	0.962398183226178	0.885167547859704	depleted	0.970692681438001	0.918862177976844	farther	0.537359921437584	0.234955957360696
Gene Ontology Biological Process	GO:0001892	embryonic placenta development	104	depleted	0.962418644754257	0.88563021779634	enriched	0.917219230289924	0.766886894438573	farther	0.995127969942111	0.987219412708611
Gene Ontology Biological Process	GO:0042273	ribosomal large subunit biogenesis	36	depleted	0.962971246692657	0.886914434330099	enriched	0.330737485168343	0.0744303586509878	farther	0.705473516919401	0.418443295555993
Gene Ontology Biological Process	GO:0010569	regulation of double-strand break repair via homologous recombination	14	depleted	0.962971246692657	0.887114510446348	enriched	0.731856762464322	0.429793937591225	closer	0.860923382220067	0.644885734419772
Gene Ontology Biological Process	GO:0042772	DNA damage response, signal transduction resulting in transcription	8	depleted	0.963133910050381	0.887524444345708	enriched	0.96749693940309	0.910158134667259	farther	0.860923382220067	0.6458176951331
Gene Ontology Biological Process	GO:0090181	regulation of cholesterol metabolic process	15	depleted	0.96330114999345	0.88793520774688	enriched	0.711595074144846	0.407363482230238	farther	0.915337991395804	0.773042765751409
Gene Ontology Biological Process	GO:0035082	axoneme assembly	31	depleted	0.963534523848129	0.888827446984541	depleted	0.00619560642164977	8.04624210603866e-05	closer	0.0696292556171531	0.00609696952550022
Gene Ontology Biological Process	GO:2000114	regulation of establishment of cell polarity	26	depleted	0.964517405455263	0.890340005500049	enriched	0.462127998313274	0.157566030050988	closer	0.94521902021086	0.843209423708503
Gene Ontology Biological Process	GO:0034754	cellular hormone metabolic process	90	depleted	0.965812470748859	0.892109032224952	depleted	0.504748526220945	0.188349093741436	farther	0.95098681307847	0.860153426690545
Gene Ontology Biological Process	GO:1902895	positive regulation of pri-miRNA transcription from RNA polymerase II promoter	27	depleted	0.965812470748859	0.89240997788252	enriched	0.901671637756228	0.735712071589747	farther	0.880659807266905	0.687594049945938
Gene Ontology Biological Process	GO:0043620	regulation of DNA-templated transcription in response to stress	115	depleted	0.965812470748859	0.892519236083151	enriched	0.0559500419986003	0.00301786147753027	farther	0.00032732274868904	3.21989491665914e-06
Gene Ontology Biological Process	GO:0045737	positive regulation of cyclin-dependent protein serine/threonine kinase activity	39	depleted	0.965812470748859	0.892613657788439	depleted	0.972293625582327	0.925233236510197	farther	0.610225480495566	0.299849116700186
Gene Ontology Biological Process	GO:0071800	podosome assembly	27	depleted	0.967039252403614	0.894307126330153	depleted	0.608299912365	0.289941749274188	closer	0.965835501289846	0.902852495639696
Gene Ontology Biological Process	GO:0032885	regulation of polysaccharide biosynthetic process	28	depleted	0.967039252403614	0.894829734110523	enriched	0.55055635269371	0.223831534457719	closer	0.820512177842227	0.584648723734838
Gene Ontology Biological Process	GO:0015865	purine nucleotide transport	12	depleted	0.967039252403614	0.895004222370339	depleted	0.620475146394301	0.303359082550112	closer	0.94521902021086	0.844139577407156
Gene Ontology Biological Process	GO:0048070	regulation of developmental pigmentation	18	depleted	0.968323886357933	0.896436301850259	enriched	0.962218946858307	0.886743041081377	closer	0.855866233627037	0.635860954435586
Gene Ontology Biological Process	GO:0045948	positive regulation of translational initiation	16	depleted	0.969015848131232	0.897452553279904	enriched	0.844441192310224	0.611683802222002	farther	0.688408341235663	0.391670099377844
Gene Ontology Biological Process	GO:0031112	positive regulation of microtubule polymerization or depolymerization	18	depleted	0.969670989084919	0.898463240104244	enriched	0.900231186703511	0.728282322820736	closer	0.957633365466346	0.878186364028161
Gene Ontology Biological Process	GO:0048012	hepatocyte growth factor receptor signaling pathway	17	depleted	0.969670989084919	0.898494673392108	depleted	0.0125438214531957	0.000235850102919166	closer	0.769110592172225	0.510925169878751
Gene Ontology Biological Process	GO:0009144	purine nucleoside triphosphate metabolic process	209	depleted	0.9697203842961	0.898856925315749	enriched	0.884123360600782	0.691840668103384	farther	0.348807973263535	0.103783725326522
Gene Ontology Biological Process	GO:0007220	Notch receptor processing	14	depleted	0.970384097319166	0.900036422886646	depleted	0.728041938982148	0.424676767052958	farther	0.72533563394962	0.443928065698328
Gene Ontology Biological Process	GO:0048873	homeostasis of number of cells within a tissue	27	depleted	0.970515044090254	0.901550202127217	depleted	0.967879560175079	0.913664106859285	farther	0.798690149637099	0.553772953140512
Gene Ontology Biological Process	GO:0051100	negative regulation of binding	129	depleted	0.970515044090254	0.902234230684433	depleted	0.821507010134854	0.5657555186942	closer	0.976394509550861	0.934606282178852
Gene Ontology Biological Process	GO:0045064	T-helper 2 cell differentiation	22	depleted	0.970515044090254	0.902421387585367	depleted	0.740146517663314	0.444089936244489	farther	0.809841842615181	0.569824750667398
Gene Ontology Biological Process	GO:0042254	ribosome biogenesis	225	depleted	0.970515044090254	0.902626590071918	enriched	0.198389326611412	0.0286105173481083	farther	0.0308158970966847	0.00179152543809722
Gene Ontology Biological Process	GO:0000462	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	26	depleted	0.970515044090254	0.90279156747221	enriched	0.811891950972655	0.547868059481802	farther	0.632119932258246	0.323105303617948
Gene Ontology Biological Process	GO:0030049	muscle filament sliding	23	depleted	0.97055742299942	0.90320724710607	depleted	0.962218946858307	0.887320592790621	closer	0.66665267229364	0.365074999770334
Gene Ontology Biological Process	GO:0033275	actin-myosin filament sliding	23	depleted	0.97055742299942	0.90320724710607	depleted	0.962218946858307	0.887320592790621	closer	0.66665267229364	0.365074999770334
Gene Ontology Biological Process	GO:0060999	positive regulation of dendritic spine development	43	depleted	0.970921413483632	0.903734178629269	enriched	0.784595039357706	0.50096066285022	closer	0.575449085107283	0.26602947625138
Gene Ontology Biological Process	GO:0044090	positive regulation of vacuole organization	27	depleted	0.971189499382964	0.904360216134088	enriched	0.531845443579059	0.209995962118733	farther	0.820368157016186	0.583914955310374
Gene Ontology Biological Process	GO:0030878	thyroid gland development	32	depleted	0.971403556353884	0.904747836456757	depleted	0.426282079668106	0.131689645353094	farther	0.970315564687662	0.916074851568696
Gene Ontology Biological Process	GO:0007169	transmembrane receptor protein tyrosine kinase signaling pathway	708	depleted	0.971449702775776	0.904979118344714	enriched	0.830577714205951	0.584543763075549	closer	0.740001573571084	0.470163374601756
Gene Ontology Biological Process	GO:0035904	aorta development	80	depleted	0.971760695091506	0.905717240566445	depleted	0.844052558364563	0.611075073752983	farther	0.932819343548449	0.807655884037504
Gene Ontology Biological Process	GO:0006972	hyperosmotic response	17	depleted	0.971760695091506	0.905719016730486	depleted	0.934482054486079	0.814431140399219	closer	0.890076445993072	0.704093749823746
Gene Ontology Biological Process	GO:0055025	positive regulation of cardiac muscle tissue development	58	depleted	0.972157315522615	0.907479827881153	enriched	0.987868502669161	0.970636905300478	closer	0.479207298236939	0.192048949507098
Gene Ontology Biological Process	GO:0030502	negative regulation of bone mineralization	24	depleted	0.972157315522615	0.907711143413924	enriched	0.300514114354199	0.0629906759885935	farther	0.938803828317686	0.822340472992368
Gene Ontology Biological Process	GO:0009132	nucleoside diphosphate metabolic process	101	depleted	0.972639698120867	0.90863529284094	enriched	0.912081594084166	0.755152596703052	farther	0.650901808043044	0.34342987429602
Gene Ontology Biological Process	GO:0071156	regulation of cell cycle arrest	100	depleted	0.972639698120867	0.908727145753553	enriched	0.938903582560428	0.825946815482615	farther	0.136787313234753	0.0192195606269819
Gene Ontology Biological Process	GO:0044003	modification by symbiont of host morphology or physiology	35	depleted	0.972813644448072	0.909078228316371	enriched	0.630679780416218	0.313567287607598	closer	0.92583131208535	0.796412877821528
Gene Ontology Biological Process	GO:0006491	N-glycan processing	26	depleted	0.973199487695157	0.909733932019656	enriched	0.574045142123483	0.253521942965121	closer	0.451624184536154	0.170479261185186
Gene Ontology Biological Process	GO:0010833	telomere maintenance via telomere lengthening	65	depleted	0.973199487695157	0.909816074656666	enriched	0.151895512716609	0.0164585368498904	farther	0.300980561575219	0.0777683831323449
Gene Ontology Biological Process	GO:0050775	positive regulation of dendrite morphogenesis	42	depleted	0.974340768368026	0.911449611968229	depleted	0.859352697919079	0.638676468490524	closer	0.528202780671466	0.228317930005305
Gene Ontology Biological Process	GO:1901099	negative regulation of signal transduction in absence of ligand	23	depleted	0.97468902795642	0.912647327370922	depleted	0.746862394196154	0.452547362717034	closer	0.621112616521258	0.310864693332746
Gene Ontology Biological Process	GO:2001240	negative regulation of extrinsic apoptotic signaling pathway in absence of ligand	23	depleted	0.97468902795642	0.912647327370922	depleted	0.746862394196154	0.452547362717034	closer	0.621112616521258	0.310864693332746
Gene Ontology Biological Process	GO:0042744	hydrogen peroxide catabolic process	17	depleted	0.97468902795642	0.912720041492046	depleted	0.556503368364839	0.231058386322443	farther	0.905591989570184	0.735152961228274
Gene Ontology Biological Process	GO:0019080	viral gene expression	136	depleted	0.974843239095132	0.913053407890614	enriched	0.003442827503972	3.4701886064459e-05	farther	0.020536620721543	0.00100495307701765
Gene Ontology Biological Process	GO:0060004	reflex	14	depleted	0.975548172061885	0.913902755490423	enriched	0.258983400597417	0.0467832209953942	farther	0.920307160263166	0.786009148341665
Gene Ontology Biological Process	GO:0002830	positive regulation of type 2 immune response	16	depleted	0.975710804794886	0.914433367160937	depleted	0.602080317231971	0.282077049293087	closer	0.912523456356993	0.766529980250783
Gene Ontology Biological Process	GO:0032733	positive regulation of interleukin-10 production	28	depleted	0.976641261203646	0.915873312987641	depleted	0.331516233220041	0.0751196892099685	closer	0.324491103617658	0.0904474136464804
Gene Ontology Biological Process	GO:0016054	organic acid catabolic process	187	depleted	0.976848149420833	0.917556691629932	depleted	0.578155249350998	0.258144546627494	farther	0.860923382220067	0.645577009296934
Gene Ontology Biological Process	GO:0046395	carboxylic acid catabolic process	187	depleted	0.976848149420833	0.917556691629932	depleted	0.578155249350998	0.258144546627494	farther	0.860923382220067	0.645577009296934
Gene Ontology Biological Process	GO:0007093	mitotic cell cycle checkpoint	138	depleted	0.976848149420833	0.918152863993445	enriched	0.44776618557925	0.146200223796037	farther	0.00238409707060488	4.57502636150191e-05
Gene Ontology Biological Process	GO:0009651	response to salt stress	14	depleted	0.976848149420833	0.91855936040853	enriched	0.975201497024704	0.931525674939624	farther	0.932819343548449	0.807753402485373
Gene Ontology Biological Process	GO:0006482	protein demethylation	30	depleted	0.976848149420833	0.918725145746263	enriched	0.448628160576671	0.147469108829799	farther	0.889270259979962	0.702197531869397
Gene Ontology Biological Process	GO:0008214	protein dealkylation	30	depleted	0.976848149420833	0.918725145746263	enriched	0.448628160576671	0.147469108829799	farther	0.889270259979962	0.702197531869397
Gene Ontology Biological Process	GO:0016051	carbohydrate biosynthetic process	171	depleted	0.976848149420833	0.919828315025346	enriched	0.642288156776434	0.325825475368034	farther	0.814725358370391	0.576375408368084
Gene Ontology Biological Process	GO:0001944	vasculature development	696	depleted	0.976848149420833	0.919947564259873	depleted	0.108446103130182	0.00880769862600234	closer	0.313369526756473	0.0842495703840332
Gene Ontology Biological Process	GO:0035307	positive regulation of protein dephosphorylation	43	depleted	0.976848149420833	0.919953886071253	enriched	0.16857283674308	0.0205409742612289	closer	0.524133442033993	0.225339789577708
Gene Ontology Biological Process	GO:1900024	regulation of substrate adhesion-dependent cell spreading	52	depleted	0.976848149420833	0.920327193569902	enriched	0.301536307091127	0.0643144873246006	closer	0.73352302381916	0.458205266801212
Gene Ontology Biological Process	GO:0022011	myelination in peripheral nervous system	19	depleted	0.976848149420833	0.920529400387543	enriched	0.691464367835603	0.38533825499658	farther	0.743111904140886	0.476634481644155
Gene Ontology Biological Process	GO:0032292	peripheral nervous system axon ensheathment	19	depleted	0.976848149420833	0.920529400387543	enriched	0.691464367835603	0.38533825499658	farther	0.743111904140886	0.476634481644155
Gene Ontology Biological Process	GO:0043200	response to amino acid	98	depleted	0.976848149420833	0.921121485813911	enriched	0.430958058079881	0.134992871071349	farther	0.178325960668073	0.029726754443602
Gene Ontology Biological Process	GO:0031033	myosin filament organization	9	depleted	0.976848149420833	0.921707566791867	enriched	0.895518948510838	0.720199286173961	closer	0.995892064087321	0.991607038065352
Gene Ontology Biological Process	GO:0051224	negative regulation of protein transport	165	depleted	0.976848149420833	0.921733842136972	enriched	0.843672200863291	0.6090787622027	farther	0.040573649919661	0.00271329893822117
Gene Ontology Biological Process	GO:0002369	T cell cytokine production	34	depleted	0.976848149420833	0.921924490795658	enriched	0.918160883496589	0.768485887756983	farther	0.441478058304028	0.163466748527035
Gene Ontology Biological Process	GO:0032781	positive regulation of ATPase activity	42	depleted	0.976848149420833	0.921961649872373	enriched	0.697833147753911	0.39213380409742	farther	0.378051070649568	0.120085517569591
Gene Ontology Biological Process	GO:0032504	multicellular organism reproduction	613	depleted	0.976848149420833	0.92247203459762	depleted	0.155508743895109	0.0170309052724823	farther	0.593541031120581	0.284287630916642
Gene Ontology Biological Process	GO:0001959	regulation of cytokine-mediated signaling pathway	118	depleted	0.976848149420833	0.922711825246701	depleted	0.912081594084166	0.756679438395083	farther	0.669284430255849	0.36856698320544
Gene Ontology Biological Process	GO:1901185	negative regulation of ERBB signaling pathway	61	depleted	0.976848149420833	0.923364021805699	enriched	0.362633841320924	0.0893404947313229	farther	0.883355778739879	0.692501876692099
Gene Ontology Biological Process	GO:0060055	angiogenesis involved in wound healing	28	depleted	0.976848149420833	0.923633898902786	depleted	0.635073339282489	0.316982719258075	closer	0.880221839861871	0.682711925501483
Gene Ontology Biological Process	GO:0001570	vasculogenesis	104	depleted	0.976848149420833	0.924129149914783	depleted	0.745049840802052	0.450438157290483	closer	0.1693662659879	0.0274976353219455
Gene Ontology Biological Process	GO:0042339	keratan sulfate metabolic process	25	depleted	0.976848149420833	0.924203474422741	depleted	0.164776106289921	0.0194082017166818	closer	0.479442660014172	0.192371836834529
Gene Ontology Biological Process	GO:0010742	macrophage derived foam cell differentiation	33	depleted	0.976848149420833	0.924707145863531	depleted	0.102177906471827	0.00768463417543492	closer	0.470395797596167	0.185459401494593
Gene Ontology Biological Process	GO:0090077	foam cell differentiation	33	depleted	0.976848149420833	0.924707145863531	depleted	0.102177906471827	0.00768463417543492	closer	0.470395797596167	0.185459401494593
Gene Ontology Biological Process	GO:0002793	positive regulation of peptide secretion	182	depleted	0.976848149420833	0.924792705063855	depleted	0.0440323477124668	0.00197890212448365	farther	0.880494253379006	0.687290428685251
Gene Ontology Biological Process	GO:0070584	mitochondrion morphogenesis	16	depleted	0.976848149420833	0.924986876971264	enriched	0.9270700195737	0.78945365915019	closer	0.616919101747161	0.306603082246537
Gene Ontology Biological Process	GO:1902807	negative regulation of cell cycle G1/S phase transition	95	depleted	0.976848149420833	0.925017347347616	enriched	0.891940732686479	0.711270435020775	farther	0.0446450112824239	0.00317594866071905
Gene Ontology Biological Process	GO:0061180	mammary gland epithelium development	91	depleted	0.976848149420833	0.925203614254296	depleted	0.538884090782546	0.214751322195195	closer	0.600364809767949	0.290131002566085
Gene Ontology Biological Process	GO:0046503	glycerolipid catabolic process	51	depleted	0.976848149420833	0.925542939169081	depleted	0.862951811468017	0.646070206428591	farther	0.808400143823192	0.566773273930701
Gene Ontology Biological Process	GO:0071542	dopaminergic neuron differentiation	41	depleted	0.976848149420833	0.925724094304798	depleted	0.421655481894837	0.126684628210312	closer	0.158697313971371	0.0244985122374988
Gene Ontology Biological Process	GO:0016574	histone ubiquitination	40	depleted	0.977001189315852	0.926247880779964	enriched	0.649052700718727	0.333402427272748	closer	0.848630707751935	0.623685340331753
Gene Ontology Biological Process	GO:0099625	ventricular cardiac muscle cell membrane repolarization	14	depleted	0.977189434211133	0.926615761225211	depleted	0.724542718948609	0.42090609201182	farther	0.911155446913524	0.760595878530633
Gene Ontology Biological Process	GO:0014044	Schwann cell development	21	depleted	0.977432523610625	0.927035731348476	enriched	0.698153838363151	0.392855319396827	farther	0.698278854190891	0.406460825573802
Gene Ontology Biological Process	GO:0001573	ganglioside metabolic process	17	depleted	0.978543855747185	0.92903814798405	depleted	0.783213255225502	0.499774769568201	farther	0.995892064087321	0.99215379063756
Gene Ontology Biological Process	GO:0007007	inner mitochondrial membrane organization	10	depleted	0.978552125779859	0.930171865861343	depleted	0.891512233694098	0.708754210893907	farther	0.988402302801595	0.963048560633901
Gene Ontology Biological Process	GO:1903749	positive regulation of establishment of protein localization to mitochondrion	110	depleted	0.978552125779859	0.930555006401002	depleted	0.964034607621982	0.891977436530841	farther	0.591416560214213	0.282467610848579
Gene Ontology Biological Process	GO:0032673	regulation of interleukin-4 production	34	depleted	0.978552125779859	0.931437483550384	depleted	0.621177115432511	0.304026403657121	closer	0.696594519021673	0.40143777681602
Gene Ontology Biological Process	GO:0061213	positive regulation of mesonephros development	19	depleted	0.978552125779859	0.931550351264481	depleted	0.367265106295788	0.093300195854932	closer	0.882655141959857	0.691205034603183
Gene Ontology Biological Process	GO:0000469	cleavage involved in rRNA processing	18	depleted	0.978552125779859	0.931769840868277	enriched	0.620443937948255	0.303071313297981	farther	0.540953086536667	0.238442977085555
Gene Ontology Biological Process	GO:0072077	renal vesicle morphogenesis	16	depleted	0.978552125779859	0.932016143100773	depleted	0.823177481650578	0.568836542369512	closer	0.502425413221304	0.209478588759006
Gene Ontology Biological Process	GO:0010638	positive regulation of organelle organization	577	depleted	0.978552125779859	0.933069911642352	enriched	0.734676771967455	0.436192082290427	farther	0.20662996321701	0.0389860315806126
Gene Ontology Biological Process	GO:0046039	GTP metabolic process	22	depleted	0.978552125779859	0.933299682985437	enriched	0.622087503831644	0.304592563419022	farther	0.516245852728253	0.219995209696889
Gene Ontology Biological Process	GO:0009312	oligosaccharide biosynthetic process	19	depleted	0.978552125779859	0.933486700059703	depleted	0.880845037269281	0.684494621905902	closer	0.555378736475472	0.249753570192498
Gene Ontology Biological Process	GO:0045653	negative regulation of megakaryocyte differentiation	12	depleted	0.978552125779859	0.933585706283364	depleted	0.987868502669161	0.969187942479949	farther	0.947651831952526	0.848287406810477
Gene Ontology Biological Process	GO:2001251	negative regulation of chromosome organization	131	depleted	0.978552125779859	0.934335808199752	enriched	0.23246020860398	0.0381651088752803	farther	0.27480735362596	0.0665311852449745
Gene Ontology Biological Process	GO:0060333	interferon-gamma-mediated signaling pathway	65	depleted	0.978552125779859	0.934524120613387	depleted	0.606840419653436	0.288507217969656	farther	0.954437141357021	0.8684238612647
Gene Ontology Biological Process	GO:0001756	somitogenesis	73	depleted	0.978552125779859	0.93483047568662	enriched	0.134254856605572	0.0134541114295562	farther	0.0049047536781744	0.000133100506870404
Gene Ontology Biological Process	GO:0090199	regulation of release of cytochrome c from mitochondria	36	depleted	0.978552125779859	0.934874477728858	depleted	0.591315737529099	0.271072246415259	farther	0.610623730309308	0.300163167292965
Gene Ontology Biological Process	GO:0035411	catenin import into nucleus	32	depleted	0.978552125779859	0.934921648744312	depleted	0.877629804763155	0.672067627483281	farther	0.971512754415191	0.919815472685028
Gene Ontology Biological Process	GO:0033522	histone H2A ubiquitination	29	depleted	0.978713604487401	0.935270027160862	enriched	0.427820633387482	0.133016864483507	closer	0.721526756114221	0.438314567486329
Gene Ontology Biological Process	GO:0044259	multicellular organismal macromolecule metabolic process	109	depleted	0.979363446821598	0.936080859910313	enriched	0.89021639139445	0.706271697999124	farther	0.513177782089032	0.217107401547898
